OTUI,006W2,012W2,014W2,015W2,016W2,017W2,018W2,103W2,104W2,105W2,107W2,108W2,109W2
c026f5b89a714388d6714f62bc8fb291,0,0,0,0,0,0,0,0,50,0,0,0,0
0b2aa817fd62355db310f818988215ac,0,0,0,0,0,0,0,0,49,0,0,0,0
6feb9c59a51f3ebde8725b4c614fdf8c,47,0,0,0,0,0,0,0,0,0,0,0,0
920fc3a39d089bb486dad0d24b65e18d,0,0,0,0,22,0,0,0,0,0,0,0,0
24478789cc2fcc1a8ac04da37f6494c1,0,0,32,0,0,0,0,0,0,0,0,0,0
51798f3d13340fbccb1f95a218c0da1c,0,0,0,0,0,0,0,0,0,0,0,47,0
f1e7e22cbb55541ac6b5970bf74c7c9d,0,0,0,0,0,0,0,0,0,0,46,0,0
f0605e2365f82ddc954ecb8ac780afe5,0,0,0,0,0,0,0,0,0,0,46,0,0
6d2c4a8f2b4c95765abf0a5fb7c498f3,0,0,0,0,0,0,45,0,0,0,0,0,0
65d122bd925f195dd6e10c3b0f2e09ca,0,0,0,0,0,0,0,0,45,0,0,0,0
e6fb8e5c9124091d645569c9c9279416,0,0,0,0,0,0,0,0,0,0,45,0,0
d6e449c833459812b158c824272f4170,44,0,0,0,0,0,0,0,0,0,0,0,0
743fb04da4e453641bab9f1621e8c10e,44,0,0,0,0,0,0,0,0,0,0,0,0
e9e0c86b8dfad47ae6ab869bbc7d498b,0,0,0,0,43,0,0,0,0,0,0,0,0
b8652ed307efffaa739ebc70362e7c0d,0,0,0,0,0,0,0,0,0,42,0,0,0
435ccff691e6c1f5455737e49229a04a,41,0,0,0,0,0,0,0,0,0,0,0,0
2309a6a8a22de2cf25ebe5ea541f2d3e,0,0,0,0,0,0,21,0,0,0,0,0,0
fd4fbbcc4eab2740bc9f7f3ac7829861,0,0,0,0,0,0,0,0,0,0,41,0,0
bf60381718911bfa1d5b997aecdb85fc,0,0,0,0,0,0,0,40,0,0,0,0,0
b1f39dd1a2f143a07fbdadb41adf81a8,0,0,0,0,0,0,0,0,40,0,0,0,0
df97e0135916930eb1b2caa99a2704f7,0,0,0,24,0,0,0,0,0,0,0,0,0
5c4c28f7507df4c2de8c3ac3534162b0,39,0,0,0,0,0,0,0,0,0,0,0,0
1ad301e8a435e4e27374e2ab915c403b,0,0,0,0,0,0,0,25,0,0,0,0,0
82bc70d27578fc1d70e0ed247d7196ae,0,0,0,0,0,0,0,0,39,0,0,0,0
cba90fa9cd64b4546a480dafa5c96d00,21,0,0,0,0,0,0,0,0,0,0,0,0
faea2dc9b078b6373b368ce4648bc1a5,0,0,0,0,0,0,0,0,0,0,0,20,0
f0267b0235b0cce5a6ab6f30bce71c85,0,0,0,0,0,0,0,0,0,0,38,0,0
0eb81f4a08d6aa0379f9cb73e86a45ce,0,0,0,0,0,0,0,0,0,0,38,0,0
1420e6e269b85498d50d17ac08437daf,0,0,0,0,0,0,0,0,0,0,0,38,0
04f02cf9312d8a7011d16c27929b72fc,0,0,0,0,0,0,0,0,0,0,37,0,0
b93604a908bfdcae564e9fd6e68e65f6,36,0,0,0,0,0,0,0,0,0,0,0,0
17d111ea53518f926751781a64c6491a,36,0,0,0,0,0,0,0,0,0,0,0,0
3d25b3cd37e665f36038e1074f59b437,36,0,0,0,0,0,0,0,0,0,0,0,0
1aac863bed1c989bd490ede1c6e397a3,0,0,0,0,0,0,0,15,0,0,0,0,0
5050f6c37dd7b7f493a629c4c9ac62a6,35,0,0,0,0,0,0,0,0,0,0,0,0
c5b7417c7c5a0cd23c8ff86d9a45fe81,0,0,0,0,0,0,0,0,0,0,0,0,35
4d5cc1e3b0045bd833aa70d27f82e674,34,0,0,0,0,0,0,0,0,0,0,0,0
a85606f72e90eee60284496fd4265d82,0,0,0,0,0,0,0,0,0,0,33,0,0
32b9427eb87e1ff50a25072f086d01e8,32,0,0,0,0,0,0,0,0,0,0,0,0
ad1e83283eacc614464b1f3a68083c65,0,0,0,0,32,0,0,0,0,0,0,0,0
11193897fff9759bd1b4830bf6fc8166,31,0,0,0,0,0,0,0,0,0,0,0,0
f9cd0dc3e58a46df5b09072cf076335a,0,0,11,0,0,0,0,0,0,0,0,0,0
48e444c015569dbd0a6007615f3d0a81,0,0,0,0,0,0,0,31,0,0,0,0,0
02ba2b9f8ba65a39d9d1bc57eca9e67b,30,0,0,0,0,0,0,0,0,0,0,0,0
7c440d27efd74782bcca16e9c3e1a8f5,30,0,0,0,0,0,0,0,0,0,0,0,0
9756ea8d674eb6b682b5bc99073bc307,29,0,0,0,0,0,0,0,0,0,0,0,0
1a55533fa7e13f0a868133e1a322959d,0,0,29,0,0,0,0,0,0,0,0,0,0
379dcb03c7c7634be784eb235d8b20ce,0,0,0,0,0,0,0,0,0,0,0,0,29
8f4e1f60bafcbfbeed25803d74733608,0,0,28,0,0,0,0,0,0,0,0,0,0
fe5b6b1f6e494a03d53da29a38da123f,0,0,0,0,0,0,16,0,0,0,0,0,0
e8cf871ee4a3a26fc343312b2663615f,0,0,27,0,0,0,0,0,0,0,0,0,0
201de96fef61022f2fa35b3364f7eb4f,0,0,27,0,0,0,0,0,0,0,0,0,0
c001bad475a4289b033eab107c122c85,0,0,0,0,0,0,0,0,0,0,27,0,0
c0db01318ed3dc6f2f027e629b067c9d,0,0,0,0,0,0,0,0,0,0,0,27,0
6dcebf8f771fd1a15fe51edadcf75e8b,25,0,0,0,0,0,0,0,0,0,0,0,0
25c4b3eb7601b5cb0126568a27e26a83,25,0,0,0,0,0,0,0,0,0,0,0,0
843e077cfccf5d6bc2fa315c76a9c85f,0,25,0,0,0,0,0,0,0,0,0,0,0
1c19b347cac3c99e0652b2e3e1136bf5,0,0,25,0,0,0,0,0,0,0,0,0,0
c96f268b74ac491a831e6e7a697d3922,0,0,0,0,0,0,0,0,0,0,0,25,0
6caddf3e64acd44b7957602e4241d61b,0,0,24,0,0,0,0,0,0,0,0,0,0
7abe25146c25ca4d73797184dda35d44,0,0,0,0,0,0,0,24,0,0,0,0,0
9f04aa7ec4657a107a46d6f09017761b,0,0,0,0,0,0,0,0,24,0,0,0,0
9494d9f42113794495f709504a4ae961,0,0,23,0,0,0,0,0,0,0,0,0,0
54494b0e4d4c085c030fc11113ac8bc7,0,0,0,0,0,0,0,0,0,0,0,23,0
f7d0f94e2b82de88083a62f8a35c0ce8,22,0,0,0,0,0,0,0,0,0,0,0,0
45a462b1485bb37c4e0606519e2b3d1e,0,0,22,0,0,0,0,0,0,0,0,0,0
40e9d1b46a254356d0b83969fec7579e,0,0,0,0,0,0,22,0,0,0,0,0,0
de45844e475301f2420c3c8b35b2cd13,0,0,0,0,0,0,0,0,22,0,0,0,0
83e3a97807a49796e25dfb26149f7345,21,0,0,0,0,0,0,0,0,0,0,0,0
b7ea19e5a10bbfcba9c43643b35d5ef2,0,0,0,0,21,0,0,0,0,0,0,0,0
5d585f7c1025442c7a7d967470e1162e,0,0,0,0,0,0,0,0,0,0,21,0,0
b4490ab59c1b4a08e1e677fa7b1512e5,0,0,0,0,0,0,0,0,0,0,0,0,21
816d2c1e0f90aef7027de30775d10a5f,20,0,0,0,0,0,0,0,0,0,0,0,0
d4751666064e2155b21c7326729e0ae2,0,20,0,0,0,0,0,0,0,0,0,0,0
2b48554763d0900264999c8c59781277,0,0,0,20,0,0,0,0,0,0,0,0,0
50f864f1658692732c8623c6ea9e7d1c,19,0,0,0,0,0,0,0,0,0,0,0,0
cf3e2340e19785f5045f7df64fa5267a,0,0,0,0,19,0,0,0,0,0,0,0,0
8b1fbcc468055907a0be61a3017857e2,0,0,0,0,19,0,0,0,0,0,0,0,0
160143896e44b1b82d34acdd1eb39fd6,0,0,0,0,0,0,0,0,19,0,0,0,0
14dde174af56b7b4e9f062d0d3983c79,0,0,0,0,0,0,0,0,0,0,19,0,0
4ef02d3e25eb69362b0ee808359cff93,18,0,0,0,0,0,0,0,0,0,0,0,0
aa512ab0da234058e963e6c92aa87c8c,0,0,18,0,0,0,0,0,0,0,0,0,0
c98f7d34b940b4b66309f019489e14f1,0,0,0,0,18,0,0,0,0,0,0,0,0
b4254bd1eed1782bbb92b7a37b882538,0,0,0,0,0,0,18,0,0,0,0,0,0
a51321df82cf7599b7259f1d023a4c3e,17,0,0,0,0,0,0,0,0,0,0,0,0
3ded1adad0605635cbcd6fd208665669,0,0,0,17,0,0,0,0,0,0,0,0,0
ff169e39bba07724e3e1686833140c39,0,0,0,0,17,0,0,0,0,0,0,0,0
e32f0785db027c940ccdb3c9e0a9d3e4,0,0,0,0,17,0,0,0,0,0,0,0,0
9a5f807748281cc675f40cbaf899133b,0,0,0,0,0,0,0,0,0,0,17,0,0
6476806171afbed8ad3ebde9b739ba9f,0,0,0,16,0,0,0,0,0,0,0,0,0
cacc259135b3895ef2a844520bd8394a,0,0,0,0,0,0,0,0,0,10,0,0,0
859663467d9072e361ccacf6df6ef43c,15,0,0,0,0,0,0,0,0,0,0,0,0
ba338840d9063ad1f668997b56c4f172,0,0,15,0,0,0,0,0,0,0,0,0,0
75e4ae19876fc1f681b9a212cee686e9,0,0,0,0,0,0,0,0,0,0,0,7,0
4253a82fc27244c5419c8b6514a08a66,0,0,0,0,0,0,0,0,0,15,0,0,0
d49b46a385dceaabbcafc90c0feffd0d,0,0,0,0,0,0,0,0,0,0,0,15,0
10f6027ef0a7289f1f916431ca66bf62,14,0,0,0,0,0,0,0,0,0,0,0,0
0f557959beedd6687af00cbaf923b0df,0,14,0,0,0,0,0,0,0,0,0,0,0
4240daf6179d276e3e5bdaf711629522,0,0,0,0,0,0,0,0,0,0,0,14,0
1700c8331b1005c76961f451c973302b,13,0,0,0,0,0,0,0,0,0,0,0,0
e905a45b6c9dd4ff8927c15f64f4c02c,0,0,0,0,0,0,0,0,13,0,0,0,0
7240430c7646546f5ecbffa62a8f3ae7,0,12,0,0,0,0,0,0,0,0,0,0,0
bb236a60f0d4231937d017e79bc17667,0,0,12,0,0,0,0,0,0,0,0,0,0
04a6e3f1f1f67a5eb3e9155e492c8da8,0,0,0,0,0,0,0,0,0,0,0,12,0
c33582d32c2935b0fb3115aee3052e95,0,0,11,0,0,0,0,0,0,0,0,0,0
5ba702dcd47c6c1bd26f74d6894bc441,0,0,0,0,0,11,0,0,0,0,0,0,0
ba6e09fcecdee014a9ee66456e94dea8,0,0,0,0,0,0,0,0,11,0,0,0,0
3ccfe85b4a3281c811690d5d8e42568d,0,0,0,0,0,0,0,0,0,0,0,0,11
3ef629e9f59453a64aaf1659339e5f0c,0,0,10,0,0,0,0,0,0,0,0,0,0
330a7850d7f532e2fa665df04a5667ee,0,0,10,0,0,0,0,0,0,0,0,0,0
2da8436c8f6e99588a24a86aba873325,0,0,0,0,0,0,10,0,0,0,0,0,0
a366cbfd80eddf4fd09ff904e9325058,0,0,0,0,0,0,0,0,0,10,0,0,0
eb76333eeeffbf0646278ef48a5a258f,0,0,0,0,0,0,0,0,0,0,0,0,10
4b4fbdebd37c543595327fb309ef7d69,0,0,9,0,0,0,0,0,0,0,0,0,0
7b404b607c43854bb88272318035d866,0,0,0,0,0,0,0,0,0,0,0,0,9
8ba520385f84a18799b55413c6373ae7,8,0,0,0,0,0,0,0,0,0,0,0,0
6e80ad6cef65e3040eb759ddca9ae035,8,0,0,0,0,0,0,0,0,0,0,0,0
7f74892151c6d4b1c4c05aadf153a275,0,0,0,0,8,0,0,0,0,0,0,0,0
763787714c73d714e3a13693d3a8e90b,0,0,0,0,0,8,0,0,0,0,0,0,0
fb4b5616d5ad92a7045595737c1c651e,0,0,7,0,0,0,0,0,0,0,0,0,0
150bdb742d07359b6893ab87ee8bb73a,0,0,0,0,0,0,0,0,0,0,0,6,0
de6f55db81c897de9d3ba05ec253ec20,0,0,5,0,0,0,0,0,0,0,0,0,0
a7846b29c926c34167e3846a3b11cd8d,0,0,0,0,0,0,0,0,0,0,0,3,0
